 ID ; Konzert_Kategorie ;Konzert_Prod; Konzert_VerkaufteTickets ; Konzert_VenueOrt ;Konzert_Artist;Konzert_Datum;Venue_Flaeche;Venue_StromErneuerbar;Venue_StromKonventiell;Venue_Heizoel;Venue_Erdgas;Venue_Biogas;Venue_Holzenergie;Venue_Solarthermie;Venue_Fernwaerme;Venue_Fernkaelte;Venue_KuehlungKaeltemittel;Venue_NennleistungKuehlungKaeltemittel;Venue_DieselGeneratoren;Konzert_AnzahlBesucher;Mob_Besucher_DurchschnittOEV_km;Mob_Besucher_AnteilOEV;Mob_Besucher_TotalOEV_km;Mob_Besucher_DurchschnittPKW_km;Mob_Besucher_AnteilPKW;Mob_Besucher_TotalPKW;Mob_MALocalCrew_Anzahl;Mob_MALocalCrew_DurchschnittOEV_km;Mob_MALocalCrew_AnteilOEV;Mob_MALocalCrew_TotalOEV_km;Mob_MARigger_Anzahl;Mob_MARigger_DurchschnittOEV_km;Mob_MARigger_AnteilOEV;Mob_MARigger_TotalOEV_km;Mob_MAGastro_Anzahl;Mob_MAGastro_DurchschnittOEV_km;Mob_MAGastro_AnteilOEV;Mob_MAGastro_TotalOEV_km;Mob_MASecurity_Anzahl;Mob_MASecurity_DurchschnittOEV_km;Mob_MASecurity_AnteilOEV;Mob_MASecurity_TotalOEV_km;Mob_MA_TotalOEV_km;Mob_MALocalCrew_DurchschnittPKW_km;Mob_MALocalCrew_AnteilPKW;Mob_MALocalCrew_TotalPKW_km;Mob_MARigger_DurchschnittPKW_km;Mob_MARigger_AnteilPKW;Mob_MARigger_TotalPKW_km;Mob_MAGastro_DurchschnittPKW_km;Mob_MAGastro_AnteilPKW;Mob_MAGastro_TotalPKW_km;Mob_MASecurity_DurchschnittPKW_km;Mob_MASecurity_AnteilPKW;Mob_MASecurity_TotalPKW_km;Mob_MA_TotalPKW_km;Mob_Artist_Anzahl;Mob_Artist_Bus_km;Mob_Artist_AnzahlBus;Mob_Artist_AnteilOEV;Mob_Artist_TotalBus;Mob_Artist_TotalKurzstreckenFluege;Mob_Artist_TotalMittelstreckenFluege;Mob_Artist_TotalLangstreckenFluege;Mob_Artist_TotalHotel2_3Stern;Mob_Artist_TotalHotel4Stern;Mob_Artist_TotalHotel5Stern;Trans_Artist_VanLieferwagenMenge;Trans_Artist_VanLieferwagenDistanz;Trans_MALocal_VanLieferwagenMenge;Trans_MALocal_VanLieferwagenDistanz;Trans_Artist_LKW_16_32t_Menge;Trans_Artist_LKW_16_32t_Distanz;Trans_MALocal_LKW_16_32t_Menge;Trans_MALocal_LKW_16_32t_Distanz;Trans_Artist_LKW_40t_Menge;Trans_Artist_LKW_40t_DistanzKm;Trans_Artist_LKW_40t_DistanzTotal;Trans_MALocal_LKW_40t_Menge;Trans_MALocal_LKW_40t_DistanzKM;Trans_MALocal_LKW_40t_DistanzTotal;Trans_NA_BahnMenge;Trans_NA_BahnDistanz;Trans_NA_FrachtschiffMenge;Trans_NA_FrachtschiffDistanz;Trans_NA_LuftfrachtMenge;Trans_NA_LuftfrachtDistanz;Verp_Besucher_MineralwasserSoftdrinks;Verp_MALocal_MineralwasserSoftdrinks;Verp_Artist_MineralwasserSoftdrinks;Verp_Besucher_KaffeeTassen;Verp_MALocal_KaffeeTassen;Verp_Artist_KaffeeTassen;Verp_Besucher_TeeTassen;Verp_MALocal_TeeTassen;Verp_Artist_TeeTassen;Verp_Besucher_Bier;Verp_MALocal_Bier;Verp_Artist_Bier;Verp_Besucher_Wein;Verp_MALocal_Wein;Verp_Artist_Wein;Verp_Besucher_Spirituosen;Verp_MALocal_Spirituosen;Verp_Artist_Spirituosen;Verp_Besucher_MahlzeitenNichtVeg;Verp_MALocal_MahlzeitenNichtVeg;Verp_Artist_MahlzeitenNichtVeg;Verp_Besucher_MahlzeitenVeg;Verp_MALocal_MahlzeitenVeg;Verp_Artist_MahlzeitenVeg;Verp_Besucher_Snacks;Verp_MALocal_Snacks;Verp_Artist_Snacks;Mat_Venue_Merchandising;Mat_Venue_Leitungswasser;Mat_Venue_Kunststoffe;Mat_Venue_RecyclierbareMaterialien;Mat_Venue_PflanzlicheMaterialien;Mat_Venue_Mehrweg;Mat_PromotionAIO_DrucksachenFrischfaserpapier;Mat_PromotionAIO_DrucksachenRecyclingpapier;Mat_MALocal_CrewShirtsWaschen;Mat_Artist_TowelsWaschen;Mat_Besucher_Earplugs_mod;Mat_Besucher_Earplugs;AbfRec_Venue_BetriebsabfaelleKehrichtInKVA;AbfRec_Venue_AllgemeineRecyclingAbfaelle
21;2_Klein_int;;76.00;Papiersaal, Zürich;Easy Life;21.03.2022;430.00;;;;;;;;;;;;0.00;72.00;;;2874.78;;;1559.90;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;36.00;;;
22;1_Klein_nat;;1567.00;Musical Theater, Basel;Patent Ochsner;22.03.2022;900.00;;;;;;;;;;;;0.00;1489.00;;;42756.18;;;17756.41;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;745.00;;;
23;1_Klein_nat;;1389.00;Musical Theater, Basel;Patent Ochsner;23.03.2022;900.00;;;;;;;;;;;;0.00;1320.00;;;37899.39;;;15739.41;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;660.00;;;
24;2_Klein_int;;650.00;Dynamo, Zürich;Fontaines DC;24.03.2022;442.00;;;;;;;;;;;;0.00;618.00;;;24586.94;;;13341.27;;;1.00;;0.00;;0.00;0.00;4.00;;0.10;0.00;;10.00;0.80;;0.00;20.00;0.00;;;1.00;0.00;;0.00;0.00;10.00;0.20;;0.00;12.00;300.00;1.00;0.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;5.00;;;;;;;;;0.00;15.00;309.00;300.00;;
25;1_Klein_nat;;467.00;Kaufleuten, Zürich;Dabu Fantastic;31.03.2022;550.00;;;;;;;;;;;;0.00;444.00;;;12742.27;;;5291.79;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;222.00;;;
26;2_Klein_int;;1699.00;X-TRA, Zürich;Mighty Oaks;31.03.2022;890.00;;;;;;;;;;;;0.00;1614.00;;;64266.47;;;34872.04;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;807.00;800.00;;
27;4_Gross_int;PSS;2309.00;Halle 622, Zürich;The War On Drugs;04.04.2022;2351.00;;;;;;;;;;;;0.00;2194.00;;;83738.64;;;58232.62;29.00;10.00;0.20;58.00;0.00;;0.00;0.00;;;;;21.00;10.00;0.80;168.00;226.00;20.00;0.80;464.00;200.00;1.00;0.00;;;;10.00;0.20;42.00;506.00;;300.00;2.00;;600.00;;;;;;;;;;;;;;;3.00;600.00;1800.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;72.00;;;30.00;;;0.00;;;29.00;;;0.00;;;0.00;;;20.30;;;8.70;;;29.00;;;;;;;;;;21.00;61.00;1097.00;;;
28;2_Klein_int;;1827.00;X-TRA, Zürich;Khruangbin;05.04.2022;890.00;;;;;;;;;;;;0.00;1736.00;;;69108.21;;;37499.24;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;868.00;800.00;;
29;4_Gross_int;PSS;1890.00;Halle 622, Zürich;Louis Tomlinson;09.04.2022;2351.00;;;;;;;;;;;;0.00;1796.00;;;71491.25;;;38792.32;36.00;10.00;0.20;72.00;5.00;;0.00;0.00;;;;;39.00;10.00;0.80;312.00;384.00;20.00;0.80;576.00;200.00;1.00;1000.00;;;;10.00;0.20;78.00;1654.00;;300.00;4.00;;1200.00;;;;;;;;;;;;;;;3.00;600.00;1800.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;90.00;;;40.00;;;0.00;;;36.00;;;0.00;;;0.00;;;28.70;;;12.30;;;41.00;;;;;;;;;;39.00;100.00;898.00;;;
30;1_Klein_nat;;830.00;Musical Theater, Basel;Heimweh;10.04.2022;900.00;;;;;;;;;;;;0.00;789.00;;;22646.86;;;9405.12;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;395.00;;;
31;4_Gross_int;PSS;2078.00;Halle 622, Zürich;Nothing But Thieves;11.04.2022;2351.00;;;;;;;;;;;;0.00;1974.00;;;75361.15;;;52406.83;11.00;10.00;0.20;22.00;0.00;;0.00;0.00;;;;;5.00;10.00;0.80;40.00;62.00;20.00;0.80;176.00;200.00;1.00;0.00;;;;10.00;0.20;10.00;186.00;;300.00;1.00;;300.00;;;;;;;;;;;;;;;1.00;600.00;600.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;27.50;;;15.00;;;0.00;;;11.00;;;0.00;;;0.00;;;7.70;;;3.30;;;11.00;;;;;;;;;;5.00;80.00;987.00;;;
32;2_Klein_int;;589.00;Kaufleuten, Zürich;Cory Wong;11.04.2022;550.00;;;;;;;;;;;;0.00;560.00;;;22279.55;;;12089.25;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;280.00;;;
33;2_Klein_int;PSS;1335.00;KKL, Luzern;ZAZ;12.04.2022;2100.00;;;;;;;;;;;;0.00;1268.00;;;50497.79;;;27400.92;14.00;;;0.00;0.00;;0.00;0.00;;;;;2.00;10.00;0.80;16.00;16.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;4.00;#WERT!;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;35.00;;;20.00;;;0.00;;;14.00;;;0.00;;;0.00;;;9.80;;;4.20;;;14.00;;;;;;;;;;2.00;48.00;634.00;;;
34;2_Klein_int;;1800.00;X-TRA, Zürich;Giant Rooks;19.04.2022;890.00;;;;;;;;;;;;0.00;1710.00;;;68086.91;;;36945.07;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;855.00;800.00;;
35;1_Klein_nat;;1277.00;Volkshaus, Basel;Hecht;22.04.2022;605.00;;;;;;;;;;;;0.00;1213.00;;;34843.42;;;14470.28;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;607.00;;;
36;1_Klein_nat;;882.00;Simplonhalle, Brig ;Heimweh;23.04.2022;;;;;;;;;;;;;0.00;838.00;;;24065.70;;;9994.35;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;419.00;;;
37;2_Klein_int;PSS;1358.00;Theater 11, Zürich;Dita von Teese;25.04.2022;1700.00;;;;;;;;;;;;0.00;1290.00;;;51367.79;;;27873.00;13.00;;;0.00;0.00;;0.00;0.00;;;;;5.00;10.00;0.80;40.00;40.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;10.00;#WERT!;;300.00;;;;;;;;;;;;;;;;;;1.00;600.00;600.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;61.00;;;51.00;;;0.00;;;13.00;;;0.00;;;0.00;;;9.10;;;3.90;;;13.00;;;;;;;;;;5.00;50.00;645.00;;;
38;2_Klein_int;;1317.00;X-TRA, Zürich;Bonobo;26.04.2022;890.00;;;;;;;;;;;;0.00;1251.00;;;49816.92;;;27031.47;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;626.00;800.00;;
39;2_Klein_int;;538.00;Casino, Bern;Chilly Gonzales;26.04.2022;439.00;;;;;;;;;;;;0.00;511.00;;;20350.42;;;11042.47;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;256.00;;;
40;2_Klein_int;PSS;804.00;Theater 11, Zürich;Chilly Gonzales;28.04.2022;1700.00;;;;;;;;;;;;0.00;764.00;;;30412.15;;;16502.13;;;;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;382.00;;;
41;2_Klein_int;;562.00;Kaufleuten, Zürich;Fletcher;28.04.2022;550.00;;;;;;;;;;;;0.00;534.00;;;21258.25;;;11535.07;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;267.00;;;
42;4_Gross_nat;PSS;953.00;Halle 622, Zürich;Heimweh;30.04.2022;2351.00;;;;;;;;;;;;0.00;905.00;;;26002.96;;;10798.89;;;;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;200.00;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;453.00;;;
43;4_Gross_int;PSS;2886.00;Halle 622, Zürich;5 Seconds Of Summer;02.05.2022;2351.00;;;;;;;;;;;;0.00;2742.00;;;104664.23;;;72784.47;;10.00;0.20;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;0.80;;200.00;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;1371.00;;;
44;2_Klein_int;;736.00;Kaufleuten, Zürich;John Butler (Solo);02.05.2022;550.00;;;;;;;;;;;;0.00;699.00;;;27839.98;;;15106.43;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;350.00;;;
45;1_Klein_nat;;787.00;Kaufleuten, Zürich;Hecht;03.05.2022;550.00;;;;;;;;;;;;0.00;748.00;;;21473.59;;;8917.86;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;374.00;;;
46;2_Klein_int;;619.00;Alhambra, Geneva;John Butler (Solo);04.05.2022;;;;;;;;;;;;;0.00;588.00;;;23414.33;;;12705.00;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;294.00;;;
47;2_Klein_int;;525.00;Kaufleuten, Zürich;Mitski;06.05.2022;550.00;;;;;;;;;;;;0.00;499.00;;;19858.68;;;10775.64;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;250.00;;;
48;1_Klein_nat;;1137.00;Congress Centre, Interlaken ;Heimweh;07.05.2022;;;;;;;;;;;;;0.00;1080.00;;;31023.47;;;12883.88;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;540.00;;;
49;2_Klein_int;;300.00;Exil, Zürich;Imminence;12.05.2022;;;;;;;;;;;;;0.00;285.00;;;11347.82;;;6157.51;5.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;22.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;5.00;;;0.00;;;0.00;;0.00;3.50;;0.00;1.50;;;5.00;5.00;;;;;;;;;0.00;10.00;143.00;200.00;;
50;2_Klein_int;;272.00;Volkshaus, Basel;Pippo Pollina;13.05.2022;605.00;;;;;;;;;;;;0.00;258.00;;;10288.69;;;5582.81;;;;;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;0.00;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;129.00;;;
51;2_Klein_int;;118.00;Exil, Zürich;Rikas;14.05.2022;;;;;;;;;;;;;0.00;112.00;;;4463.47;;;2421.95;5.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;8.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;5.00;;;0.00;;;0.00;;0.00;3.50;;0.00;1.50;;;5.00;5.00;;;;;;;;;0.00;10.00;56.00;200.00;;
52;4a_Hasta_int;PSS;4128.00;Hallenstadion, Zürich;Simple Minds;14.05.2022;5800.00;4087.57;;;;;;;300.00;;;;0.00;3922.00;;;166857.45;;;140026.30;36.00;10.00;0.20;72.00;6.00;;0.00;0.00;;;;;76.00;10.00;0.80;608.00;680.00;20.00;0.80;576.00;200.00;1.00;1200.00;;;;10.00;0.20;152.00;1928.00;;300.00;3.00;;900.00;;;;;;;;;;;;;;;3.00;600.00;1800.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;986.59;181.00;;86.69;54.00;;15.27;0.00;;1425.40;36.00;;337.67;0.00;;634.89;0.00;;954.81;29.40;;1077.41;12.60;;94.94;42.00;;;;;;;;;;76.00;85.00;1961.00;;;
53;4a_Hasta_int;PSS;2822.00;Hallenstadion, Zürich;Pet Shop Boys;15.05.2022;5800.00;4244.56;;;;;;;300.00;;;;0.00;2681.00;;;114067.76;;;95725.34;49.00;10.00;0.20;98.00;9.00;;0.00;0.00;;;;;53.00;10.00;0.80;424.00;522.00;20.00;0.80;784.00;200.00;1.00;1800.00;;;;10.00;0.20;106.00;2690.00;;300.00;2.00;;600.00;;;;;;;;;;;;;;;5.00;600.00;3000.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;674.46;204.00;;59.26;77.00;;10.44;0.00;;974.44;49.00;;230.84;0.00;;434.02;0.00;;652.73;40.60;;736.54;17.40;;64.91;58.00;;;;;;;;;;53.00;100.00;1341.00;;;
54;2_Klein_int;;388.00;Kaufleuten, Zürich;Tom Gregory;16.05.2022;550.00;;;;;;;;;;;;0.00;369.00;;;14676.51;;;7963.71;12.00;;;0.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;;#WERT!;10.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;1.00;5.00;0.00;;0.00;;0.00;600.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;8.00;;0.00;1.00;;12.00;8.00;;0.00;1.00;;0.00;1.00;0.00;8.40;5.00;0.00;3.60;5.00;0.00;12.00;8.00;;;;;;;;;0.00;8.00;185.00;300.00;;
55;4a_Hasta_int;PSS;10342.00;Hallenstadion, Zürich;OneRepublic;16.05.2022;5800.00;4546.85;;;;;;;350.00;;;;0.00;9825.00;;;418032.88;;;350812.00;56.00;10.00;0.20;112.00;13.00;;0.00;0.00;;;;;93.00;10.00;0.80;744.00;856.00;20.00;0.80;896.00;200.00;1.00;2600.00;;;;10.00;0.20;186.00;3682.00;;300.00;5.00;;1500.00;;;;;;;;;;;;;;;6.00;600.00;3600.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;2471.74;276.00;;217.18;96.00;;38.27;0.00;;3571.09;56.00;;845.98;0.00;;1590.60;0.00;;2392.10;48.30;;2699.26;20.70;;237.87;69.00;;;;;;;;;;93.00;210.00;4913.00;;;
56;2_Klein_int;PSS;1446.00;Kongresshaus, Zürich;ZAZ;17.05.2022;2000.00;;;;;;;;;;;;0.00;1374.00;;;54696.48;;;29679.20;28.00;;;0.00;0.00;;0.00;0.00;;;;;2.00;10.00;0.80;16.00;16.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;4.00;#WERT!;;300.00;2.00;;600.00;;;;;;;;;;;;;;;1.00;600.00;600.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;55.00;;;25.00;;;0.00;;;28.00;;;0.00;;;0.00;;;19.60;;;8.40;;;28.00;;;;;;;;;;2.00;58.00;687.00;;;
57;2_Klein_int;PSS;1498.00;Volkshaus, Zürich;Conan Gray;17.05.2022;462.00;;;;;;;;;;;;0.00;1423.00;;;56663.44;;;30746.51;;10.00;0.80;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;0.20;;;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;712.00;;;
58;2_Klein_int;;1800.00;X-TRA, Zürich;Foals;18.05.2022;890.00;;;;;;;;;;;;0.00;1710.00;;;68086.91;;;36945.07;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;855.00;800.00;;
